,Content ID,Reaction Type,Content Type,Category,Sentiment,Score,Datetime,
7381,77099957-1551-435e-b386-704d8b91a46e,want,audio,cooking,positive,70,6/14/2021,3:36:00 PM
7382,77099957-1551-435e-b386-704d8b91a46e,hate,audio,cooking,negative,5,2/23/2021,6:45:00 PM
7383,760e026f-8373-4aa4-acb5-03eb102fc733,dislike,audio,food,negative,10,10/17/2020,4:34:00 PM
7384,760e026f-8373-4aa4-acb5-03eb102fc733,cherish,audio,food,positive,70,11/16/2020,9:44:00 AM
7385,760e026f-8373-4aa4-acb5-03eb102fc733,scared,audio,food,negative,15,2/2/2021,7:29:00 AM
7386,760e026f-8373-4aa4-acb5-03eb102fc733,cherish,audio,food,positive,70,5/15/2021,12:30:00 AM
7387,760e026f-8373-4aa4-acb5-03eb102fc733,disgust,audio,food,negative,0,12/8/2020,9:48:00 AM
7388,760e026f-8373-4aa4-acb5-03eb102fc733,interested,audio,food,positive,30,11/11/2020,6:37:00 AM
7389,760e026f-8373-4aa4-acb5-03eb102fc733,cherish,audio,food,positive,70,2/15/2021,3:28:00 AM
7390,760e026f-8373-4aa4-acb5-03eb102fc733,adore,audio,food,positive,72,1/18/2021,7:02:00 AM
7391,760e026f-8373-4aa4-acb5-03eb102fc733,interested,audio,food,positive,30,10/1/2020,7:20:00 AM
7392,760e026f-8373-4aa4-acb5-03eb102fc733,dislike,audio,food,negative,10,10/10/2020,10:39:00 AM
7393,760e026f-8373-4aa4-acb5-03eb102fc733,interested,audio,food,positive,30,12/15/2020,11:49:00 PM
7394,760e026f-8373-4aa4-acb5-03eb102fc733,hate,audio,food,negative,5,1/7/2021,11:42:00 AM
7395,760e026f-8373-4aa4-acb5-03eb102fc733,heart,audio,food,positive,60,2/15/2021,8:49:00 PM
7396,760e026f-8373-4aa4-acb5-03eb102fc733,cherish,audio,food,positive,70,10/5/2020,5:51:00 AM
7397,760e026f-8373-4aa4-acb5-03eb102fc733,interested,audio,food,positive,30,12/24/2020,4:03:00 PM
7398,760e026f-8373-4aa4-acb5-03eb102fc733,adore,audio,food,positive,72,11/10/2020,8:48:00 AM
7399,760e026f-8373-4aa4-acb5-03eb102fc733,indifferent,audio,food,neutral,20,1/30/2021,5:36:00 AM
7400,760e026f-8373-4aa4-acb5-03eb102fc733,love,audio,food,positive,65,9/6/2020,8:54:00 AM
7401,5c7fa152-9628-471d-b715-84e15c4b5d38,disgust,audio,tennis,negative,0,4/27/2021,12:03:00 AM
7402,5c7fa152-9628-471d-b715-84e15c4b5d38,like,audio,tennis,positive,50,3/10/2021,7:32:00 AM
7403,5c7fa152-9628-471d-b715-84e15c4b5d38,indifferent,audio,tennis,neutral,20,1/8/2021,10:53:00 AM
7404,5c7fa152-9628-471d-b715-84e15c4b5d38,like,audio,tennis,positive,50,7/16/2020,6:50:00 PM
7405,5c7fa152-9628-471d-b715-84e15c4b5d38,super love,audio,tennis,positive,75,1/30/2021,3:37:00 PM
7406,5c7fa152-9628-471d-b715-84e15c4b5d38,hate,audio,tennis,negative,5,7/8/2020,1:05:00 AM
7407,5c7fa152-9628-471d-b715-84e15c4b5d38,dislike,audio,tennis,negative,10,2/12/2021,12:31:00 PM
7408,5c7fa152-9628-471d-b715-84e15c4b5d38,love,audio,tennis,positive,65,1/27/2021,6:02:00 PM
7409,5c7fa152-9628-471d-b715-84e15c4b5d38,indifferent,audio,tennis,neutral,20,6/25/2020,4:25:00 AM
7410,5c7fa152-9628-471d-b715-84e15c4b5d38,worried,audio,tennis,negative,12,5/1/2021,10:39:00 AM
7411,5c7fa152-9628-471d-b715-84e15c4b5d38,intrigued,audio,tennis,positive,45,11/8/2020,5:13:00 AM
7412,5c7fa152-9628-471d-b715-84e15c4b5d38,peeking,audio,tennis,neutral,35,5/16/2021,10:58:00 PM
7413,5c7fa152-9628-471d-b715-84e15c4b5d38,like,audio,tennis,positive,50,1/28/2021,8:55:00 PM
7414,5c7fa152-9628-471d-b715-84e15c4b5d38,super love,audio,tennis,positive,75,1/2/2021,12:18:00 PM
7415,5c7fa152-9628-471d-b715-84e15c4b5d38,scared,audio,tennis,negative,15,12/20/2020,11:32:00 AM
7416,5c7fa152-9628-471d-b715-84e15c4b5d38,disgust,audio,tennis,negative,0,11/2/2020,3:55:00 AM
7417,25948d39-4549-4ead-be71-6a571bd56fe1,indifferent,audio,science,neutral,20,3/15/2021,9:17:00 PM
7418,25948d39-4549-4ead-be71-6a571bd56fe1,want,audio,science,positive,70,7/9/2020,7:06:00 AM
7419,25948d39-4549-4ead-be71-6a571bd56fe1,like,audio,science,positive,50,7/24/2020,4:24:00 AM
7420,25948d39-4549-4ead-be71-6a571bd56fe1,want,audio,science,positive,70,10/12/2020,1:01:00 AM
7421,25948d39-4549-4ead-be71-6a571bd56fe1,dislike,audio,science,negative,10,11/26/2020,5:17:00 AM
7422,25948d39-4549-4ead-be71-6a571bd56fe1,intrigued,audio,science,positive,45,7/25/2020,3:59:00 PM
7423,25948d39-4549-4ead-be71-6a571bd56fe1,interested,audio,science,positive,30,8/18/2020,2:05:00 PM
7424,25948d39-4549-4ead-be71-6a571bd56fe1,want,audio,science,positive,70,8/5/2020,11:02:00 AM
7425,25948d39-4549-4ead-be71-6a571bd56fe1,dislike,audio,science,negative,10,1/31/2021,4:21:00 AM
7426,25948d39-4549-4ead-be71-6a571bd56fe1,want,audio,science,positive,70,7/8/2020,4:40:00 AM
7427,25948d39-4549-4ead-be71-6a571bd56fe1,want,audio,science,positive,70,1/29/2021,4:27:00 AM
7428,25948d39-4549-4ead-be71-6a571bd56fe1,intrigued,audio,science,positive,45,8/1/2020,10:39:00 AM
7429,25948d39-4549-4ead-be71-6a571bd56fe1,want,audio,science,positive,70,7/15/2020,4:43:00 AM
7430,25948d39-4549-4ead-be71-6a571bd56fe1,peeking,audio,science,neutral,35,11/10/2020,6:03:00 AM
7431,25948d39-4549-4ead-be71-6a571bd56fe1,love,audio,science,positive,65,2/23/2021,9:29:00 PM
7432,25948d39-4549-4ead-be71-6a571bd56fe1,worried,audio,science,negative,12,8/10/2020,8:28:00 AM
7433,25948d39-4549-4ead-be71-6a571bd56fe1,heart,audio,science,positive,60,8/21/2020,12:22:00 AM
7434,25948d39-4549-4ead-be71-6a571bd56fe1,scared,audio,science,negative,15,4/26/2021,9:13:00 AM
7435,25948d39-4549-4ead-be71-6a571bd56fe1,love,audio,science,positive,65,11/17/2020,5:02:00 AM
7436,25948d39-4549-4ead-be71-6a571bd56fe1,love,audio,science,positive,65,4/15/2021,6:23:00 AM
7437,d03efe68-5986-48c4-8767-93b8f5881004,scared,GIF,animals,negative,15,8/27/2020,6:14:00 AM
7438,d03efe68-5986-48c4-8767-93b8f5881004,super love,GIF,animals,positive,75,8/18/2020,8:29:00 PM
7439,d03efe68-5986-48c4-8767-93b8f5881004,scared,GIF,animals,negative,15,2/18/2021,12:21:00 PM
7440,d03efe68-5986-48c4-8767-93b8f5881004,love,GIF,animals,positive,65,9/5/2020,5:18:00 AM
7441,d03efe68-5986-48c4-8767-93b8f5881004,dislike,GIF,animals,negative,10,1/9/2021,5:34:00 AM
7442,d03efe68-5986-48c4-8767-93b8f5881004,like,GIF,animals,positive,50,3/14/2021,1:52:00 AM
7443,d03efe68-5986-48c4-8767-93b8f5881004,hate,GIF,animals,negative,5,10/27/2020,1:09:00 PM
7444,d03efe68-5986-48c4-8767-93b8f5881004,intrigued,GIF,animals,positive,45,10/9/2020,6:49:00 AM
7445,d03efe68-5986-48c4-8767-93b8f5881004,indifferent,GIF,animals,neutral,20,4/16/2021,5:35:00 PM
7446,d03efe68-5986-48c4-8767-93b8f5881004,want,GIF,animals,positive,70,9/12/2020,11:38:00 AM
7447,d03efe68-5986-48c4-8767-93b8f5881004,dislike,GIF,animals,negative,10,3/29/2021,12:56:00 AM
7448,d03efe68-5986-48c4-8767-93b8f5881004,adore,GIF,animals,positive,72,11/13/2020,5:25:00 AM
7449,d03efe68-5986-48c4-8767-93b8f5881004,intrigued,GIF,animals,positive,45,8/26/2020,4:52:00 AM
7450,d03efe68-5986-48c4-8767-93b8f5881004,hate,GIF,animals,negative,5,8/12/2020,12:45:00 PM
7451,d03efe68-5986-48c4-8767-93b8f5881004,hate,GIF,animals,negative,5,2/28/2021,12:45:00 AM
7452,d03efe68-5986-48c4-8767-93b8f5881004,scared,GIF,animals,negative,15,1/15/2021,7:43:00 AM
7453,d03efe68-5986-48c4-8767-93b8f5881004,scared,GIF,animals,negative,15,11/27/2020,12:57:00 AM
7454,d03efe68-5986-48c4-8767-93b8f5881004,peeking,GIF,animals,neutral,35,1/31/2021,5:48:00 PM
7455,d03efe68-5986-48c4-8767-93b8f5881004,intrigued,GIF,animals,positive,45,11/28/2020,10:18:00 PM
7456,d03efe68-5986-48c4-8767-93b8f5881004,disgust,GIF,animals,negative,0,3/21/2021,5:38:00 AM
7457,d03efe68-5986-48c4-8767-93b8f5881004,worried,GIF,animals,negative,12,1/28/2021,5:51:00 PM
7458,d03efe68-5986-48c4-8767-93b8f5881004,worried,GIF,animals,negative,12,10/19/2020,1:00:00 AM
7459,d03efe68-5986-48c4-8767-93b8f5881004,scared,GIF,animals,negative,15,2/17/2021,8:10:00 AM
7460,d03efe68-5986-48c4-8767-93b8f5881004,dislike,GIF,animals,negative,10,1/3/2021,3:08:00 AM
7461,d03efe68-5986-48c4-8767-93b8f5881004,cherish,GIF,animals,positive,70,9/29/2020,11:57:00 PM
7462,d03efe68-5986-48c4-8767-93b8f5881004,worried,GIF,animals,negative,12,6/9/2021,12:56:00 PM
7463,d03efe68-5986-48c4-8767-93b8f5881004,dislike,GIF,animals,negative,10,7/24/2020,6:15:00 PM
7464,d03efe68-5986-48c4-8767-93b8f5881004,cherish,GIF,animals,positive,70,8/26/2020,12:16:00 AM
7465,d03efe68-5986-48c4-8767-93b8f5881004,super love,GIF,animals,positive,75,8/8/2020,12:55:00 PM
7466,d03efe68-5986-48c4-8767-93b8f5881004,interested,GIF,animals,positive,30,3/17/2021,4:10:00 PM
7467,d03efe68-5986-48c4-8767-93b8f5881004,cherish,GIF,animals,positive,70,6/8/2021,11:04:00 AM
7468,d03efe68-5986-48c4-8767-93b8f5881004,dislike,GIF,animals,negative,10,12/28/2020,2:09:00 PM
7469,d03efe68-5986-48c4-8767-93b8f5881004,heart,GIF,animals,positive,60,7/5/2020,4:53:00 AM
7470,d03efe68-5986-48c4-8767-93b8f5881004,love,GIF,animals,positive,65,1/10/2021,7:40:00 AM
7471,d03efe68-5986-48c4-8767-93b8f5881004,adore,GIF,animals,positive,72,3/16/2021,1:35:00 AM
7472,d03efe68-5986-48c4-8767-93b8f5881004,heart,GIF,animals,positive,60,11/28/2020,3:28:00 PM
7473,d03efe68-5986-48c4-8767-93b8f5881004,interested,GIF,animals,positive,30,11/7/2020,2:14:00 AM
7474,d03efe68-5986-48c4-8767-93b8f5881004,dislike,GIF,animals,negative,10,8/27/2020,6:14:00 PM
7475,d03efe68-5986-48c4-8767-93b8f5881004,dislike,GIF,animals,negative,10,7/3/2020,10:29:00 AM
7476,d03efe68-5986-48c4-8767-93b8f5881004,hate,GIF,animals,negative,5,1/24/2021,2:11:00 AM
7477,d03efe68-5986-48c4-8767-93b8f5881004,dislike,GIF,animals,negative,10,10/2/2020,8:06:00 AM
7478,d03efe68-5986-48c4-8767-93b8f5881004,heart,GIF,animals,positive,60,5/11/2021,9:55:00 AM
7479,d03efe68-5986-48c4-8767-93b8f5881004,worried,GIF,animals,negative,12,6/18/2021,5:33:00 AM
7480,678dd299-afc6-4e35-890d-38a016cfdeff,adore,video,public speaking,positive,72,3/23/2021,11:56:00 PM
7481,678dd299-afc6-4e35-890d-38a016cfdeff,hate,video,public speaking,negative,5,2/24/2021,9:30:00 AM
7482,678dd299-afc6-4e35-890d-38a016cfdeff,adore,video,public speaking,positive,72,9/7/2020,11:47:00 AM
7483,678dd299-afc6-4e35-890d-38a016cfdeff,indifferent,video,public speaking,neutral,20,12/28/2020,2:04:00 PM
7484,4bdd31e0-2f59-4262-bcbe-546678a3d203,like,photo,healthy eating,positive,50,8/1/2020,5:27:00 AM
7485,4bdd31e0-2f59-4262-bcbe-546678a3d203,super love,photo,healthy eating,positive,75,8/1/2020,2:45:00 AM
7486,4bdd31e0-2f59-4262-bcbe-546678a3d203,want,photo,healthy eating,positive,70,10/8/2020,10:55:00 AM
7487,4bdd31e0-2f59-4262-bcbe-546678a3d203,want,photo,healthy eating,positive,70,9/24/2020,6:42:00 AM
7488,4bdd31e0-2f59-4262-bcbe-546678a3d203,dislike,photo,healthy eating,negative,10,5/15/2021,4:49:00 PM
7489,4bdd31e0-2f59-4262-bcbe-546678a3d203,heart,photo,healthy eating,positive,60,7/6/2020,8:29:00 AM
7490,4bdd31e0-2f59-4262-bcbe-546678a3d203,peeking,photo,healthy eating,neutral,35,4/2/2021,10:33:00 AM
7491,4bdd31e0-2f59-4262-bcbe-546678a3d203,cherish,photo,healthy eating,positive,70,2/6/2021,8:09:00 AM
7492,4bdd31e0-2f59-4262-bcbe-546678a3d203,want,photo,healthy eating,positive,70,6/12/2021,7:18:00 AM
7493,4bdd31e0-2f59-4262-bcbe-546678a3d203,hate,photo,healthy eating,negative,5,4/14/2021,11:36:00 PM
7494,4bdd31e0-2f59-4262-bcbe-546678a3d203,like,photo,healthy eating,positive,50,1/24/2021,4:20:00 PM
7495,4bdd31e0-2f59-4262-bcbe-546678a3d203,interested,photo,healthy eating,positive,30,11/3/2020,9:01:00 AM
7496,4bdd31e0-2f59-4262-bcbe-546678a3d203,heart,photo,healthy eating,positive,60,8/28/2020,5:28:00 AM
7497,4bdd31e0-2f59-4262-bcbe-546678a3d203,super love,photo,healthy eating,positive,75,6/24/2020,2:02:00 AM
7498,4bdd31e0-2f59-4262-bcbe-546678a3d203,peeking,photo,healthy eating,neutral,35,11/20/2020,9:05:00 AM
7499,4bdd31e0-2f59-4262-bcbe-546678a3d203,indifferent,photo,healthy eating,neutral,20,9/25/2020,10:17:00 AM
7500,4bdd31e0-2f59-4262-bcbe-546678a3d203,scared,photo,healthy eating,negative,15,11/17/2020,4:58:00 AM
7501,4bdd31e0-2f59-4262-bcbe-546678a3d203,adore,photo,healthy eating,positive,72,5/23/2021,10:47:00 PM
7502,4bdd31e0-2f59-4262-bcbe-546678a3d203,indifferent,photo,healthy eating,neutral,20,11/1/2020,6:50:00 AM
7503,4bdd31e0-2f59-4262-bcbe-546678a3d203,worried,photo,healthy eating,negative,12,1/12/2021,1:52:00 AM
7504,4bdd31e0-2f59-4262-bcbe-546678a3d203,adore,photo,healthy eating,positive,72,3/25/2021,3:22:00 PM
7505,4bdd31e0-2f59-4262-bcbe-546678a3d203,peeking,photo,healthy eating,neutral,35,6/22/2020,12:51:00 AM
7506,4bdd31e0-2f59-4262-bcbe-546678a3d203,love,photo,healthy eating,positive,65,2/19/2021,12:07:00 AM
7507,4bdd31e0-2f59-4262-bcbe-546678a3d203,heart,photo,healthy eating,positive,60,7/10/2020,8:13:00 AM
7508,4bdd31e0-2f59-4262-bcbe-546678a3d203,heart,photo,healthy eating,positive,60,10/1/2020,1:56:00 AM
7509,4bdd31e0-2f59-4262-bcbe-546678a3d203,intrigued,photo,healthy eating,positive,45,1/10/2021,9:10:00 AM
7510,4bdd31e0-2f59-4262-bcbe-546678a3d203,disgust,photo,healthy eating,negative,0,4/5/2021,7:56:00 AM
7511,4bdd31e0-2f59-4262-bcbe-546678a3d203,indifferent,photo,healthy eating,neutral,20,11/15/2020,3:55:00 AM
7512,4bdd31e0-2f59-4262-bcbe-546678a3d203,intrigued,photo,healthy eating,positive,45,1/19/2021,4:38:00 PM
7513,4bdd31e0-2f59-4262-bcbe-546678a3d203,dislike,photo,healthy eating,negative,10,10/23/2020,7:44:00 PM
7514,4bdd31e0-2f59-4262-bcbe-546678a3d203,adore,photo,healthy eating,positive,72,5/23/2021,2:08:00 PM
7515,4bdd31e0-2f59-4262-bcbe-546678a3d203,scared,photo,healthy eating,negative,15,6/3/2021,3:39:00 AM
7516,4bdd31e0-2f59-4262-bcbe-546678a3d203,interested,photo,healthy eating,positive,30,12/13/2020,2:50:00 AM
7517,4bdd31e0-2f59-4262-bcbe-546678a3d203,like,photo,healthy eating,positive,50,6/6/2021,4:17:00 AM
7518,4bdd31e0-2f59-4262-bcbe-546678a3d203,dislike,photo,healthy eating,negative,10,2/17/2021,1:51:00 PM
7519,4bdd31e0-2f59-4262-bcbe-546678a3d203,worried,photo,healthy eating,negative,12,10/29/2020,5:19:00 AM
7520,4bdd31e0-2f59-4262-bcbe-546678a3d203,peeking,photo,healthy eating,neutral,35,12/20/2020,11:08:00 PM
7521,4bdd31e0-2f59-4262-bcbe-546678a3d203,dislike,photo,healthy eating,negative,10,1/7/2021,1:04:00 AM
7522,4bdd31e0-2f59-4262-bcbe-546678a3d203,hate,photo,healthy eating,negative,5,6/24/2020,4:51:00 PM
7523,4bdd31e0-2f59-4262-bcbe-546678a3d203,love,photo,healthy eating,positive,65,8/5/2020,7:08:00 AM
7524,11b96207-c1c5-4083-948d-2942684aae0d,adore,photo,studying,positive,72,5/21/2021,12:29:00 AM
7525,11b96207-c1c5-4083-948d-2942684aae0d,interested,photo,studying,positive,30,4/5/2021,4:31:00 AM
7526,11b96207-c1c5-4083-948d-2942684aae0d,hate,photo,studying,negative,5,11/15/2020,11:42:00 AM
7527,11b96207-c1c5-4083-948d-2942684aae0d,hate,photo,studying,negative,5,4/18/2021,9:19:00 AM
7528,11b96207-c1c5-4083-948d-2942684aae0d,peeking,photo,studying,neutral,35,4/21/2021,6:04:00 AM
7529,11b96207-c1c5-4083-948d-2942684aae0d,peeking,photo,studying,neutral,35,10/1/2020,5:03:00 AM
7530,11b96207-c1c5-4083-948d-2942684aae0d,dislike,photo,studying,negative,10,1/11/2021,5:13:00 AM
7531,11b96207-c1c5-4083-948d-2942684aae0d,heart,photo,studying,positive,60,11/23/2020,4:21:00 AM
7532,11b96207-c1c5-4083-948d-2942684aae0d,peeking,photo,studying,neutral,35,4/5/2021,7:52:00 AM
7533,11b96207-c1c5-4083-948d-2942684aae0d,cherish,photo,studying,positive,70,3/14/2021,1:17:00 AM
7534,11b96207-c1c5-4083-948d-2942684aae0d,interested,photo,studying,positive,30,12/25/2020,12:23:00 AM
7535,11b96207-c1c5-4083-948d-2942684aae0d,hate,photo,studying,negative,5,9/15/2020,10:44:00 PM
7536,11b96207-c1c5-4083-948d-2942684aae0d,intrigued,photo,studying,positive,45,6/1/2021,5:32:00 AM
7537,11b96207-c1c5-4083-948d-2942684aae0d,adore,photo,studying,positive,72,9/3/2020,7:27:00 AM
7538,11b96207-c1c5-4083-948d-2942684aae0d,worried,photo,studying,negative,12,4/10/2021,5:23:00 AM
7539,11b96207-c1c5-4083-948d-2942684aae0d,dislike,photo,studying,negative,10,1/7/2021,6:05:00 AM
7540,11b96207-c1c5-4083-948d-2942684aae0d,cherish,photo,studying,positive,70,12/30/2020,1:12:00 AM
7541,11b96207-c1c5-4083-948d-2942684aae0d,love,photo,studying,positive,65,12/18/2020,9:07:00 PM
7542,11b96207-c1c5-4083-948d-2942684aae0d,peeking,photo,studying,neutral,35,3/11/2021,4:07:00 AM
7543,11b96207-c1c5-4083-948d-2942684aae0d,worried,photo,studying,negative,12,4/26/2021,1:06:00 AM
7544,11b96207-c1c5-4083-948d-2942684aae0d,indifferent,photo,studying,neutral,20,6/7/2021,1:09:00 AM
7545,11b96207-c1c5-4083-948d-2942684aae0d,like,photo,studying,positive,50,11/11/2020,8:34:00 AM
7546,11b96207-c1c5-4083-948d-2942684aae0d,heart,photo,studying,positive,60,11/2/2020,9:01:00 AM
7547,11b96207-c1c5-4083-948d-2942684aae0d,love,photo,studying,positive,65,7/20/2020,11:42:00 AM
7548,11b96207-c1c5-4083-948d-2942684aae0d,love,photo,studying,positive,65,1/27/2021,8:02:00 PM
7549,11b96207-c1c5-4083-948d-2942684aae0d,hate,photo,studying,negative,5,5/28/2021,9:40:00 AM
7550,11b96207-c1c5-4083-948d-2942684aae0d,love,photo,studying,positive,65,4/15/2021,7:21:00 AM
7551,11b96207-c1c5-4083-948d-2942684aae0d,super love,photo,studying,positive,75,4/28/2021,2:02:00 PM
7552,11b96207-c1c5-4083-948d-2942684aae0d,cherish,photo,studying,positive,70,6/23/2020,2:36:00 PM
7553,11b96207-c1c5-4083-948d-2942684aae0d,like,photo,studying,positive,50,12/5/2020,5:26:00 AM
7554,11b96207-c1c5-4083-948d-2942684aae0d,worried,photo,studying,negative,12,7/5/2020,5:19:00 AM
7555,11b96207-c1c5-4083-948d-2942684aae0d,heart,photo,studying,positive,60,8/29/2020,7:47:00 PM
7556,11b96207-c1c5-4083-948d-2942684aae0d,disgust,photo,studying,negative,0,9/9/2020,5:08:00 AM
7557,11b96207-c1c5-4083-948d-2942684aae0d,peeking,photo,studying,neutral,35,12/16/2020,9:32:00 AM
7558,11b96207-c1c5-4083-948d-2942684aae0d,indifferent,photo,studying,neutral,20,5/8/2021,11:48:00 AM
7559,11b96207-c1c5-4083-948d-2942684aae0d,love,photo,studying,positive,65,5/27/2021,10:29:00 AM
7560,11b96207-c1c5-4083-948d-2942684aae0d,interested,photo,studying,positive,30,3/7/2021,12:41:00 PM
7561,11b96207-c1c5-4083-948d-2942684aae0d,super love,photo,studying,positive,75,3/19/2021,7:12:00 PM
7562,11b96207-c1c5-4083-948d-2942684aae0d,hate,photo,studying,negative,5,8/30/2020,12:21:00 AM
7563,11b96207-c1c5-4083-948d-2942684aae0d,scared,photo,studying,negative,15,8/3/2020,6:48:00 AM
7564,51a26a10-6973-4882-aa88-98b53978ce01,want,audio,veganism,positive,70,1/4/2021,4:26:00 AM
7565,51a26a10-6973-4882-aa88-98b53978ce01,indifferent,audio,veganism,neutral,20,9/29/2020,6:34:00 PM
7566,51a26a10-6973-4882-aa88-98b53978ce01,love,audio,veganism,positive,65,11/25/2020,5:42:00 PM
7567,51a26a10-6973-4882-aa88-98b53978ce01,hate,audio,veganism,negative,5,7/22/2020,3:44:00 PM
7568,51a26a10-6973-4882-aa88-98b53978ce01,disgust,audio,veganism,negative,0,11/20/2020,7:40:00 PM
7569,51a26a10-6973-4882-aa88-98b53978ce01,peeking,audio,veganism,neutral,35,4/8/2021,4:05:00 AM
7570,51a26a10-6973-4882-aa88-98b53978ce01,dislike,audio,veganism,negative,10,1/30/2021,5:15:00 PM
7571,51a26a10-6973-4882-aa88-98b53978ce01,love,audio,veganism,positive,65,8/5/2020,9:16:00 AM
7572,51a26a10-6973-4882-aa88-98b53978ce01,heart,audio,veganism,positive,60,5/6/2021,8:40:00 AM
7573,51a26a10-6973-4882-aa88-98b53978ce01,hate,audio,veganism,negative,5,7/12/2020,11:54:00 AM
7574,51a26a10-6973-4882-aa88-98b53978ce01,super love,audio,veganism,positive,75,9/18/2020,2:12:00 PM
7575,51a26a10-6973-4882-aa88-98b53978ce01,want,audio,veganism,positive,70,3/9/2021,9:03:00 AM
7576,51a26a10-6973-4882-aa88-98b53978ce01,scared,audio,veganism,negative,15,5/24/2021,1:30:00 PM
7577,51a26a10-6973-4882-aa88-98b53978ce01,worried,audio,veganism,negative,12,10/31/2020,3:03:00 AM
7578,51a26a10-6973-4882-aa88-98b53978ce01,intrigued,audio,veganism,positive,45,7/30/2020,9:59:00 AM
7579,51a26a10-6973-4882-aa88-98b53978ce01,scared,audio,veganism,negative,15,4/27/2021,11:29:00 AM
7580,51a26a10-6973-4882-aa88-98b53978ce01,peeking,audio,veganism,neutral,35,9/15/2020,4:41:00 PM
7581,51a26a10-6973-4882-aa88-98b53978ce01,worried,audio,veganism,negative,12,2/1/2021,2:25:00 AM
7582,51a26a10-6973-4882-aa88-98b53978ce01,disgust,audio,veganism,negative,0,12/23/2020,3:39:00 AM
7583,51a26a10-6973-4882-aa88-98b53978ce01,super love,audio,veganism,positive,75,9/7/2020,12:00:00 PM
7584,51a26a10-6973-4882-aa88-98b53978ce01,interested,audio,veganism,positive,30,9/9/2020,7:59:00 AM
7585,51a26a10-6973-4882-aa88-98b53978ce01,interested,audio,veganism,positive,30,3/17/2021,5:18:00 AM
7586,51a26a10-6973-4882-aa88-98b53978ce01,love,audio,veganism,positive,65,10/25/2020,12:37:00 AM
7587,51a26a10-6973-4882-aa88-98b53978ce01,cherish,audio,veganism,positive,70,1/22/2021,1:43:00 AM
7588,51a26a10-6973-4882-aa88-98b53978ce01,indifferent,audio,veganism,neutral,20,11/27/2020,1:02:00 PM
7589,51a26a10-6973-4882-aa88-98b53978ce01,super love,audio,veganism,positive,75,9/10/2020,9:20:00 AM
7590,51a26a10-6973-4882-aa88-98b53978ce01,super love,audio,veganism,positive,75,5/16/2021,4:22:00 AM
7591,51a26a10-6973-4882-aa88-98b53978ce01,worried,audio,veganism,negative,12,1/3/2021,10:37:00 AM
7592,51a26a10-6973-4882-aa88-98b53978ce01,want,audio,veganism,positive,70,10/8/2020,9:46:00 AM
7593,51a26a10-6973-4882-aa88-98b53978ce01,cherish,audio,veganism,positive,70,8/22/2020,11:31:00 AM
7594,51a26a10-6973-4882-aa88-98b53978ce01,heart,audio,veganism,positive,60,5/22/2021,12:06:00 AM
7595,51a26a10-6973-4882-aa88-98b53978ce01,dislike,audio,veganism,negative,10,9/11/2020,10:49:00 AM
7596,51a26a10-6973-4882-aa88-98b53978ce01,intrigued,audio,veganism,positive,45,12/26/2020,2:36:00 AM
7597,51a26a10-6973-4882-aa88-98b53978ce01,worried,audio,veganism,negative,12,11/19/2020,7:03:00 PM
7598,51a26a10-6973-4882-aa88-98b53978ce01,peeking,audio,veganism,neutral,35,3/14/2021,7:09:00 PM
7599,51a26a10-6973-4882-aa88-98b53978ce01,love,audio,veganism,positive,65,2/12/2021,12:41:00 PM
7600,51a26a10-6973-4882-aa88-98b53978ce01,intrigued,audio,veganism,positive,45,10/7/2020,7:43:00 AM
7601,51a26a10-6973-4882-aa88-98b53978ce01,disgust,audio,veganism,negative,0,4/2/2021,11:58:00 AM
7602,51a26a10-6973-4882-aa88-98b53978ce01,peeking,audio,veganism,neutral,35,9/13/2020,3:12:00 AM
7603,51a26a10-6973-4882-aa88-98b53978ce01,like,audio,veganism,positive,50,2/21/2021,2:01:00 PM
7604,51a26a10-6973-4882-aa88-98b53978ce01,hate,audio,veganism,negative,5,4/2/2021,8:00:00 AM
7605,51a26a10-6973-4882-aa88-98b53978ce01,dislike,audio,veganism,negative,10,11/11/2020,10:16:00 AM
7606,51a26a10-6973-4882-aa88-98b53978ce01,cherish,audio,veganism,positive,70,5/19/2021,12:24:00 AM
7607,51a26a10-6973-4882-aa88-98b53978ce01,hate,audio,veganism,negative,5,5/18/2021,8:02:00 AM
7608,51a26a10-6973-4882-aa88-98b53978ce01,hate,audio,veganism,negative,5,12/13/2020,11:45:00 PM
7609,51a26a10-6973-4882-aa88-98b53978ce01,adore,audio,veganism,positive,72,10/12/2020,8:51:00 AM
7610,51a26a10-6973-4882-aa88-98b53978ce01,worried,audio,veganism,negative,12,3/8/2021,8:54:00 AM
7611,693b5f91-52b1-4464-916c-91adccbec996,interested,photo,culture,positive,30,4/4/2021,3:29:00 AM
7612,693b5f91-52b1-4464-916c-91adccbec996,disgust,photo,culture,negative,0,8/25/2020,3:24:00 PM
7613,693b5f91-52b1-4464-916c-91adccbec996,like,photo,culture,positive,50,8/16/2020,6:35:00 PM
7614,693b5f91-52b1-4464-916c-91adccbec996,want,photo,culture,positive,70,10/11/2020,2:49:00 AM
7615,693b5f91-52b1-4464-916c-91adccbec996,worried,photo,culture,negative,12,10/18/2020,6:10:00 PM
7616,693b5f91-52b1-4464-916c-91adccbec996,worried,photo,culture,negative,12,3/13/2021,7:48:00 AM
